difficulty,id,questionFrontendId,status,title,titleSlug,topicTags,acRate
EASY,816,705,TO_DO,Design HashSet,design-hashset,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",0.6725326750945115
EASY,817,706,TO_DO,Design HashMap,design-hashmap,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",0.6602799452539749
MEDIUM,838,707,TO_DO,Design Linked List,design-linked-list,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}]",0.29301932064693204
MEDIUM,850,708,TO_DO,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}]",0.38270100371164195
EASY,742,709,TO_DO,To Lower Case,to-lower-case,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.8433464258675691
HARD,894,710,TO_DO,Random Pick with Blacklist,random-pick-with-blacklist,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Randomized', 'slug': 'randomized', '__typename': 'CommonTagNode'}]",0.34104813815734586
HARD,711,711,TO_DO,Number of Distinct Islands II,number-of-distinct-islands-ii,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",0.5493941841680129
MEDIUM,712,712,TO_DO,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.6591676347447781
MEDIUM,713,713,TO_DO,Subarray Product Less Than K,subarray-product-less-than-k,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.531590526383964
MEDIUM,714,714,TO_DO,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.710371536263099
HARD,715,715,TO_DO,Range Module,range-module,"[{'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.4432870666005957
HARD,716,716,TO_DO,Max Stack,max-stack,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Doubly-Linked List', 'slug': 'doubly-linked-list', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.4558310707010639
EASY,717,717,TO_DO,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.45222704355612886
MEDIUM,718,718,TO_DO,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Rolling Hash', 'slug': 'rolling-hash', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",0.5108601255027011
HARD,719,719,TO_DO,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.45956988414702193
MEDIUM,720,720,TO_DO,Longest Word in Dictionary,longest-word-in-dictionary,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Trie', 'slug': 'trie', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.5376687934771077
MEDIUM,721,721,TO_DO,Accounts Merge,accounts-merge,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.6013203208475021
MEDIUM,722,722,TO_DO,Remove Comments,remove-comments,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.3960669110684892
MEDIUM,723,723,TO_DO,Candy Crush,candy-crush,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.7740123113469896
EASY,724,724,TO_DO,Find Pivot Index,find-pivot-index,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.6105867645293075
MEDIUM,725,725,TO_DO,Split Linked List in Parts,split-linked-list-in-parts,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}]",0.7029161566265308
HARD,726,726,TO_DO,Number of Atoms,number-of-atoms,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.6501281764105628
HARD,727,727,TO_DO,Minimum Window Subsequence,minimum-window-subsequence,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",0.43618145119599366
EASY,728,728,TO_DO,Self Dividing Numbers,self-dividing-numbers,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",0.7981479352461665
MEDIUM,729,729,TO_DO,My Calendar I,my-calendar-i,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.5820062365203689
HARD,730,730,TO_DO,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.46806177064139687
MEDIUM,731,731,TO_DO,My Calendar II,my-calendar-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.6244217795584414
HARD,732,732,TO_DO,My Calendar III,my-calendar-iii,"[{'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.7085713117323919
EASY,733,733,TO_DO,Flood Fill,flood-fill,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6702988558685482
EASY,734,734,TO_DO,Sentence Similarity,sentence-similarity,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.44646965138913475
MEDIUM,735,735,TO_DO,Asteroid Collision,asteroid-collision,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.4595724544719451
HARD,736,736,TO_DO,Parse Lisp Expression,parse-lisp-expression,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",0.5302745930066506
MEDIUM,737,737,TO_DO,Sentence Similarity II,sentence-similarity-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}]",0.5077620652744812
MEDIUM,738,738,TO_DO,Monotone Increasing Digits,monotone-increasing-digits,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.4892593412803262
MEDIUM,739,739,TO_DO,Daily Temperatures,daily-temperatures,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.6764773883177962
MEDIUM,740,740,TO_DO,Delete and Earn,delete-and-earn,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.5685739561363321
HARD,741,741,TO_DO,Cherry Pickup,cherry-pickup,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.3828199052132702
MEDIUM,743,742,TO_DO,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",0.4715831120457664
MEDIUM,744,743,TO_DO,Network Delay Time,network-delay-time,"[{'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Shortest Path', 'slug': 'shortest-path', '__typename': 'CommonTagNode'}]",0.5837518202588033
EASY,745,744,TO_DO,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",0.54496299059209
HARD,746,745,TO_DO,Prefix and Suffix Search,prefix-and-suffix-search,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Trie', 'slug': 'trie', '__typename': 'CommonTagNode'}]",0.405132151169913
EASY,747,746,TO_DO,Min Cost Climbing Stairs,min-cost-climbing-stairs,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.6749558209794503
EASY,748,747,TO_DO,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.5117578703958413
EASY,749,748,TO_DO,Shortest Completing Word,shortest-completing-word,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.6175479130368912
HARD,750,749,TO_DO,Contain Virus,contain-virus,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.5312704435431114
MEDIUM,751,750,TO_DO,Number Of Corner Rectangles,number-of-corner-rectangles,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6783251231527093
MEDIUM,752,751,TO_DO,IP to CIDR,ip-to-cidr,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.5411548556430447
MEDIUM,753,752,TO_DO,Open the Lock,open-the-lock,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}]",0.6085009866778026
HARD,754,753,TO_DO,Cracking the Safe,cracking-the-safe,"[{'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Eulerian Circuit', 'slug': 'eulerian-circuit', '__typename': 'CommonTagNode'}]",0.5804133594741888
MEDIUM,755,754,TO_DO,Reach a Number,reach-a-number,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",0.4411376154247427
MEDIUM,756,755,TO_DO,Pour Water,pour-water,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.48196767822262954
MEDIUM,757,756,TO_DO,Pyramid Transition Matrix,pyramid-transition-matrix,"[{'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}]",0.5307299137919028
HARD,759,757,TO_DO,Set Intersection Size At Least Two,set-intersection-size-at-least-two,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.45522963157290663
MEDIUM,760,758,TO_DO,Bold Words in String,bold-words-in-string,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Trie', 'slug': 'trie', '__typename': 'CommonTagNode'}, {'name': 'String Matching', 'slug': 'string-matching', '__typename': 'CommonTagNode'}]",0.5223149866007009
HARD,761,759,TO_DO,Employee Free Time,employee-free-time,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Line Sweep', 'slug': 'line-sweep', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",0.7262218382742871
EASY,762,760,TO_DO,Find Anagram Mappings,find-anagram-mappings,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}]",0.8393135485852496
HARD,763,761,TO_DO,Special Binary String,special-binary-string,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",0.6414308623454555
EASY,767,762,TO_DO,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}]",0.7144469134087911
MEDIUM,768,763,TO_DO,Partition Labels,partition-labels,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.8162843457977392
MEDIUM,769,764,TO_DO,Largest Plus Sign,largest-plus-sign,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.4869723198723819
HARD,770,765,TO_DO,Couples Holding Hands,couples-holding-hands,"[{'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}]",0.5869747802032687
EASY,777,766,TO_DO,Toeplitz Matrix,toeplitz-matrix,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6941252977101268
MEDIUM,778,767,TO_DO,Reorganize String,reorganize-string,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.5643010971635398
HARD,779,768,TO_DO,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.5437934097884025
MEDIUM,780,769,TO_DO,Max Chunks To Make Sorted,max-chunks-to-make-sorted,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.6410988186655913
HARD,781,770,TO_DO,Basic Calculator IV,basic-calculator-iv,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",0.4895551984683237
EASY,782,771,TO_DO,Jewels and Stones,jewels-and-stones,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.8933310107368578
HARD,785,772,TO_DO,Basic Calculator III,basic-calculator-iii,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",0.527139037905302
HARD,787,773,TO_DO,Sliding Puzzle,sliding-puzzle,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Memoization', 'slug': 'memoization', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.7328756949880573
HARD,788,774,TO_DO,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",0.5303629741271038
MEDIUM,790,775,TO_DO,Global and Local Inversions,global-and-local-inversions,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",0.42471553728424716
MEDIUM,791,776,TO_DO,Split BST,split-bst,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Binary Search Tree', 'slug': 'binary-search-tree', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",0.8237532042521442
MEDIUM,793,777,TO_DO,Swap Adjacent in LR String,swap-adjacent-in-lr-string,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.3762722792796942
HARD,794,778,TO_DO,Swim in Rising Water,swim-in-rising-water,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.634991171809766
